example_id,split_0,split_1,split_2,split_3,split_4
9403,other,train,other,other,other
4361,other,train,other,other,other
3394,other,train,other,other,other
3977,other,train,other,other,other
6879,other,train,other,other,other
9762,other,train,other,other,other
3675,other,train,other,other,other
5399,other,train,other,other,other
2774,other,train,other,other,other
5822,other,train,other,other,other
7922,other,train,other,other,other
5138,other,train,other,other,other
4474,other,train,other,other,other
8053,other,train,other,other,other
9142,other,train,other,other,other
433,other,train,other,other,other
1087,other,train,other,other,other
7160,other,train,other,other,other
1029,other,train,other,other,other
9681,other,train,other,other,other
6431,other,train,other,other,other
2940,other,train,other,other,other
7144,other,train,other,other,other
244,other,train,other,other,other
5258,other,train,other,other,other
5068,other,train,other,other,other
9028,other,train,other,other,other
7199,other,train,other,other,other
135,other,train,other,other,other
3745,other,train,other,other,other
7047,other,train,other,other,other
7498,other,train,other,other,other
1168,other,train,other,other,other
4478,other,train,other,other,other
3800,other,train,other,other,other
1004,other,train,other,other,other
3259,other,train,other,other,other
6897,other,train,other,other,other
404,other,train,other,other,other
1580,other,train,other,other,other
7565,other,train,other,other,other
8133,other,train,other,other,other
271,other,train,other,other,other
485,other,train,other,other,other
2165,other,train,other,other,other
203,other,train,other,other,other
3666,other,train,other,other,other
5185,other,train,other,other,other
7828,other,train,other,other,other
5575,other,train,other,other,other
4618,other,train,other,other,other
3743,other,train,other,other,other
8918,other,train,other,other,other
2826,other,train,other,other,other
5170,other,train,other,other,other
917,other,train,other,other,other
4373,other,train,other,other,other
4521,other,train,other,other,other
5426,other,train,other,other,other
3887,other,train,other,other,other
3737,other,train,other,other,other
5641,other,train,other,other,other
264,other,train,other,other,other
461,other,train,other,other,other
7526,other,train,other,other,other
7993,other,train,other,other,other
6087,other,train,other,other,other
6310,other,train,other,other,other
3416,other,train,other,other,other
9662,other,train,other,other,other
8101,other,train,other,other,other
2195,other,train,other,other,other
6077,other,train,other,other,other
3010,other,train,other,other,other
922,other,train,other,other,other
4121,other,train,other,other,other
3600,other,train,other,other,other
7556,other,train,other,other,other
3910,other,train,other,other,other
6826,other,train,other,other,other
3378,other,train,other,other,other
6957,other,train,other,other,other
6812,other,train,other,other,other
4279,other,train,other,other,other
4421,other,train,other,other,other
197,other,train,other,other,other
6231,other,train,other,other,other
9630,other,train,other,other,other
1327,other,train,other,other,other
9031,other,train,other,other,other
8469,other,train,other,other,other
4195,other,train,other,other,other
1171,other,train,other,other,other
6023,other,train,other,other,other
349,other,train,other,other,other
2612,other,train,other,other,other
2046,other,train,other,other,other
390,other,train,other,other,other
7176,other,train,other,other,other
8642,other,train,other,other,other
3404,other,train,other,other,other
8709,other,train,other,other,other
8742,other,train,other,other,other
2048,other,train,other,other,other
8665,other,train,other,other,other
7261,other,train,other,other,other
93,other,train,other,other,other
6133,other,train,other,other,other
4756,other,train,other,other,other
4146,other,train,other,other,other
5825,other,train,other,other,other
8721,other,train,other,other,other
2751,other,train,other,other,other
3467,other,train,other,other,other
2578,other,train,other,other,other
3916,other,train,other,other,other
4445,other,train,other,other,other
9474,other,train,other,other,other
8797,other,train,other,other,other
1480,other,train,other,other,other
2577,other,train,other,other,other
1134,other,train,other,other,other
1410,other,train,other,other,other
910,other,train,other,other,other
7613,other,train,other,other,other
2189,other,train,other,other,other
678,other,train,other,other,other
7801,other,train,other,other,other
5973,other,train,other,other,other
7634,other,train,other,other,other
7618,other,train,other,other,other
479,other,train,other,other,other
6222,other,train,other,other,other
3872,other,train,other,other,other
673,other,train,other,other,other
3441,other,train,other,other,other
7053,other,train,other,other,other
9816,other,train,other,other,other
732,other,train,other,other,other
2149,other,train,other,other,other
1981,other,train,other,other,other
9835,other,train,other,other,other
2312,other,train,other,other,other
7366,other,train,other,other,other
1226,other,train,other,other,other
5892,other,train,other,other,other
7858,other,train,other,other,other
4171,other,train,other,other,other
5027,other,train,other,other,other
7773,other,train,other,other,other
170,other,train,other,other,other
5429,other,train,other,other,other
8837,other,train,other,other,other
4704,other,other,train,other,other
3886,other,other,train,other,other
6462,other,other,train,other,other
310,other,other,train,other,other
8973,other,other,train,other,other
8861,other,other,train,other,other
586,other,other,train,other,other
7401,other,other,train,other,other
4956,other,other,train,other,other
1955,other,other,train,other,other
7137,other,other,train,other,other
1853,other,other,train,other,other
1964,other,other,train,other,other
1403,other,other,train,other,other
161,other,other,train,other,other
8238,other,other,train,other,other
462,other,other,train,other,other
7434,other,other,train,other,other
1876,other,other,train,other,other
4574,other,other,train,other,other
2227,other,other,train,other,other
9385,other,other,train,other,other
7691,other,other,train,other,other
692,other,other,train,other,other
1915,other,other,train,other,other
6012,other,other,train,other,other
8259,other,other,train,other,other
4839,other,other,train,other,other
168,other,other,train,other,other
7688,other,other,train,other,other
6287,other,other,train,other,other
6563,other,other,train,other,other
5084,other,other,train,other,other
4043,other,other,train,other,other
5512,other,other,train,other,other
8660,other,other,train,other,other
5040,other,other,train,other,other
6130,other,other,train,other,other
5071,other,other,train,other,other
8466,other,other,train,other,other
5855,other,other,train,other,other
1651,other,other,train,other,other
2572,other,other,train,other,other
7587,other,other,train,other,other
5601,other,other,train,other,other
1155,other,other,train,other,other
8254,other,other,train,other,other
616,other,other,train,other,other
1211,other,other,train,other,other
6190,other,other,train,other,other
7861,other,other,train,other,other
7085,other,other,train,other,other
3136,other,other,train,other,other
5079,other,other,train,other,other
8221,other,other,train,other,other
5378,other,other,train,other,other
79,other,other,train,other,other
14,other,other,train,other,other
5103,other,other,train,other,other
7601,other,other,train,other,other
5450,other,other,train,other,other
4560,other,other,train,other,other
4362,other,other,train,other,other
6681,other,other,train,other,other
8487,other,other,train,other,other
518,other,other,train,other,other
5147,other,other,train,other,other
9209,other,other,train,other,other
5316,other,other,train,other,other
7964,other,other,train,other,other
4716,other,other,train,other,other
6510,other,other,train,other,other
6548,other,other,train,other,other
482,other,other,train,other,other
3437,other,other,train,other,other
7905,other,other,train,other,other
6230,other,other,train,other,other
2503,other,other,train,other,other
5414,other,other,train,other,other
1923,other,other,train,other,other
8035,other,other,train,other,other
8768,other,other,train,other,other
9485,other,other,train,other,other
2071,other,other,train,other,other
9717,other,other,train,other,other
1657,other,other,train,other,other
7644,other,other,train,other,other
3121,other,other,train,other,other
9081,other,other,train,other,other
196,other,other,train,other,other
6314,other,other,train,other,other
1889,other,other,train,other,other
2907,other,other,train,other,other
5752,other,other,train,other,other
1497,other,other,train,other,other
3537,other,other,train,other,other
5080,other,other,train,other,other
5310,other,other,train,other,other
896,other,other,train,other,other
3548,other,other,train,other,other
8923,other,other,train,other,other
4683,other,other,train,other,other
1874,other,other,train,other,other
24,other,other,train,other,other
6558,other,other,train,other,other
2558,other,other,train,other,other
6407,other,other,train,other,other
9949,other,other,train,other,other
302,other,other,train,other,other
3807,other,other,train,other,other
1742,other,other,train,other,other
2208,other,other,train,other,other
7752,other,other,train,other,other
3865,other,other,train,other,other
8557,other,other,train,other,other
3403,other,other,train,other,other
3869,other,other,train,other,other
1258,other,other,train,other,other
8535,other,other,train,other,other
9678,other,other,train,other,other
3460,other,other,train,other,other
515,other,other,train,other,other
5387,other,other,train,other,other
150,other,other,train,other,other
9761,other,other,train,other,other
8068,other,other,train,other,other
439,other,other,train,other,other
4056,other,other,train,other,other
2245,other,other,train,other,other
6603,other,other,train,other,other
775,other,other,train,other,other
772,other,other,train,other,other
2484,other,other,train,other,other
503,other,other,train,other,other
6251,other,other,train,other,other
5625,other,other,train,other,other
7295,other,other,train,other,other
9200,other,other,train,other,other
1826,other,other,train,other,other
7424,other,other,train,other,other
7779,other,other,train,other,other
4682,other,other,train,other,other
7847,other,other,train,other,other
1895,other,other,train,other,other
5844,other,other,train,other,other
9570,other,other,train,other,other
7474,other,other,train,other,other
5154,other,other,train,other,other
3183,other,other,train,other,other
6534,other,other,train,other,other
9422,other,other,train,other,other
1249,other,other,train,other,other
581,other,other,train,other,other
1261,other,other,train,other,other
5165,other,other,train,other,other
9288,other,other,train,other,other
8617,other,other,train,other,other
9948,other,other,train,other,other
75,other,other,train,other,other
6782,other,other,train,other,other
7247,other,other,train,other,other
3158,other,other,train,other,other
4184,other,other,train,other,other
7501,other,other,train,other,other
4242,other,other,train,other,other
7280,other,other,train,other,other
2354,other,other,train,other,other
3141,other,other,train,other,other
2408,other,other,train,other,other
8934,other,other,train,other,other
8158,other,other,train,other,other
638,other,other,train,other,other
3430,other,other,train,other,other
2328,other,other,train,other,other
4266,other,other,train,other,other
8654,other,other,train,other,other
2507,other,other,train,other,other
3321,other,other,train,other,other
7457,other,other,train,other,other
8183,other,other,train,other,other
696,other,other,train,other,other
8045,other,other,train,other,other
1666,other,other,train,other,other
8127,other,other,train,other,other
2814,other,other,train,other,other
6391,other,other,train,other,other
3206,other,other,train,other,other
7010,other,other,train,other,other
6099,other,other,train,other,other
6778,other,other,train,other,other
9629,other,other,train,other,other
790,other,other,train,other,other
2154,other,other,train,other,other
1156,other,other,train,other,other
1788,other,other,train,other,other
2455,other,other,train,other,other
7969,other,other,train,other,other
5776,other,other,train,other,other
9311,other,other,train,other,other
4866,other,other,train,other,other
2498,other,other,train,other,other
7694,other,other,train,other,other
3360,other,other,train,other,other
9712,other,other,train,other,other
5719,other,other,train,other,other
2835,other,other,train,other,other
2512,other,other,train,other,other
7628,other,other,train,other,other
6420,other,other,train,other,other
982,other,other,train,other,other
251,other,other,train,other,other
1592,other,other,train,other,other
7584,other,other,train,other,other
320,other,other,train,other,other
2145,other,other,train,other,other
7623,other,other,train,other,other
1983,other,other,train,other,other
6726,other,other,train,other,other
546,other,other,train,other,other
4881,other,other,train,other,other
4245,other,other,train,other,other
520,other,other,train,other,other
7248,other,other,train,other,other
706,other,other,train,other,other
7524,other,other,train,other,other
5954,other,other,train,other,other
9858,other,other,train,other,other
4198,other,other,train,other,other
3253,other,other,train,other,other
7410,other,other,train,other,other
2173,other,other,train,other,other
8791,other,other,train,other,other
481,other,other,train,other,other
3229,other,other,train,other,other
8636,other,other,train,other,other
9658,other,other,train,other,other
6598,other,other,train,other,other
9909,other,other,train,other,other
6858,other,other,train,other,other
388,other,other,train,other,other
3854,other,other,train,other,other
764,other,other,train,other,other
3709,other,other,train,other,other
478,other,other,train,other,other
2926,other,other,train,other,other
6060,other,other,train,other,other
2368,other,other,train,other,other
7891,other,other,train,other,other
3683,other,other,train,other,other
8150,other,other,train,other,other
4058,other,other,train,other,other
6531,other,other,train,other,other
545,other,other,train,other,other
4730,other,other,train,other,other
6083,other,other,train,other,other
9397,other,other,train,other,other
9182,other,other,train,other,other
6740,other,other,train,other,other
854,other,other,train,other,other
7388,other,other,train,other,other
8298,other,other,train,other,other
4877,other,other,train,other,other
2136,other,other,train,other,other
7308,other,other,train,other,other
1928,other,other,train,other,other
861,other,other,train,other,other
5790,other,other,train,other,other
9320,other,other,train,other,other
9600,other,other,train,other,other
3278,other,other,train,other,other
3976,other,other,train,other,other
2311,other,other,train,other,other
9251,other,other,train,other,other
1398,other,other,train,other,other
5728,other,other,train,other,other
1445,other,other,train,other,other
2103,other,other,train,other,other
2123,other,other,train,other,other
4369,other,other,train,other,other
2482,other,other,train,other,other
4461,other,other,train,other,other
2414,other,other,train,other,other
6914,other,other,train,other,other
8673,other,other,train,other,other
613,other,other,train,other,other
1413,other,other,train,other,other
5866,other,other,train,other,other
5884,other,other,train,other,other
8122,other,other,train,other,other
1831,other,other,train,other,other
371,other,other,train,other,other
5857,other,other,train,other,other
6958,other,other,train,other,other
873,other,other,train,other,other
9553,other,other,train,other,other
3968,other,other,train,other,other
4048,other,other,train,other,other
548,other,other,train,other,other
3517,other,other,train,other,other
1103,other,other,train,other,other
2083,other,other,train,other,other
6680,other,other,train,other,other
644,other,other,train,other,other
4797,other,other,train,other,other
4375,other,other,train,other,other
4575,other,other,train,other,other
3624,other,other,train,other,other
9418,other,other,train,other,other
1681,other,other,train,other,other
7493,other,other,train,other,other
2886,other,other,train,other,other
8627,other,other,train,other,other
5736,other,other,train,other,other
2727,other,other,train,other,other
716,other,other,train,other,other
768,other,other,train,other,other
2075,other,other,train,other,other
6181,other,other,train,other,other
147,other,other,train,other,other
4909,other,other,train,other,other
9935,other,other,train,other,other
5837,other,other,train,other,other
5643,other,other,train,other,other
640,other,other,train,other,other
6828,other,other,train,other,other
2685,other,other,train,other,other
5380,other,other,train,other,other
4944,other,other,train,other,other
5440,other,other,train,other,other
914,other,other,train,other,other
4388,other,other,train,other,other
2785,other,other,train,other,other
5455,other,other,train,other,other
3784,other,other,train,other,other
7039,other,other,train,other,other
8506,other,other,train,other,other
9703,other,other,train,other,other
3380,other,other,train,other,other
8844,other,other,train,other,other
6336,other,other,train,other,other
154,other,other,train,other,other
8818,other,other,train,other,other
8297,other,other,train,other,other
7612,other,other,train,other,other
9667,other,other,train,other,other
6807,other,other,train,other,other
4823,other,other,train,other,other
773,other,other,train,other,other
6405,other,other,train,other,other
2839,other,other,train,other,other
2745,other,other,train,other,other
6359,other,other,train,other,other
3487,other,other,train,other,other
9464,other,other,train,other,other
7007,other,other,train,other,other
3424,other,other,train,other,other
1426,other,other,train,other,other
4727,other,other,train,other,other
5860,other,other,train,other,other
1064,other,other,train,other,other
1071,other,other,train,other,other
6202,other,other,train,other,other
84,other,other,train,other,other
7290,other,other,train,other,other
538,other,other,train,other,other
7054,other,other,train,other,other
973,other,other,train,other,other
658,other,other,train,other,other
8007,other,other,train,other,other
6791,other,other,train,other,other
7845,other,other,train,other,other
1857,other,other,train,other,other
2699,other,other,train,other,other
6005,other,other,train,other,other
8389,other,other,train,other,other
2884,other,other,train,other,other
5031,other,other,train,other,other
3952,other,other,train,other,other
4331,other,other,train,other,other
3325,other,other,train,other,other
1003,other,other,train,other,other
46,other,other,train,other,other
1319,other,other,train,other,other
6281,other,other,train,other,other
4372,other,other,train,other,other
5879,other,other,train,other,other
6058,other,other,train,other,other
2325,other,other,train,other,other
7038,other,other,train,other,other
9134,other,other,train,other,other
1782,other,other,train,other,other
6001,other,other,train,other,other
3731,other,other,train,other,other
8528,other,other,train,other,other
5787,other,other,train,other,other
4249,other,other,train,other,other
8041,other,other,train,other,other
1986,other,other,train,other,other
2492,other,other,train,other,other
9699,other,other,train,other,other
3715,other,other,other,train,other
2780,other,other,other,train,other
6223,other,other,other,train,other
7419,other,other,other,train,other
9786,other,other,other,train,other
3383,other,other,other,train,other
1583,other,other,other,train,other
4111,other,other,other,train,other
5417,other,other,other,train,other
5203,other,other,other,train,other
9342,other,other,other,train,other
1297,other,other,other,train,other
3098,other,other,other,train,other
5089,other,other,other,train,other
7659,other,other,other,train,other
6464,other,other,other,train,other
3821,other,other,other,train,other
9487,other,other,other,train,other
4807,other,other,other,train,other
8623,other,other,other,train,other
7692,other,other,other,train,other
4343,other,other,other,train,other
445,other,other,other,train,other
4690,other,other,other,train,other
190,other,other,other,train,other
7888,other,other,other,train,other
2447,other,other,other,train,other
7546,other,other,other,train,other
8527,other,other,other,train,other
4493,other,other,other,train,other
9730,other,other,other,train,other
4726,other,other,other,train,other
5829,other,other,other,train,other
6312,other,other,other,train,other
7149,other,other,other,train,other
4013,other,other,other,train,other
9324,other,other,other,train,other
8386,other,other,other,train,other
6770,other,other,other,train,other
4606,other,other,other,train,other
4732,other,other,other,train,other
6095,other,other,other,train,other
8743,other,other,other,train,other
9631,other,other,other,train,other
8909,other,other,other,train,other
9714,other,other,other,train,other
1723,other,other,other,train,other
3516,other,other,other,train,other
7759,other,other,other,train,other
6260,other,other,other,train,other
1373,other,other,other,train,other
9578,other,other,other,train,other
1038,other,other,other,train,other
7509,other,other,other,train,other
6030,other,other,other,train,other
78,other,other,other,train,other
8619,other,other,other,train,other
6451,other,other,other,train,other
6711,other,other,other,train,other
5197,other,other,other,train,other
8551,other,other,other,train,other
1764,other,other,other,train,other
2584,other,other,other,train,other
5104,other,other,other,train,other
5904,other,other,other,train,other
3110,other,other,other,train,other
1068,other,other,other,train,other
893,other,other,other,train,other
5199,other,other,other,train,other
111,other,other,other,train,other
3329,other,other,other,train,other
8447,other,other,other,train,other
6554,other,other,other,train,other
9448,other,other,other,train,other
7535,other,other,other,train,other
3645,other,other,other,train,other
5793,other,other,other,train,other
5346,other,other,other,train,other
1982,other,other,other,train,other
6571,other,other,other,train,other
4585,other,other,other,train,other
463,other,other,other,train,other
8432,other,other,other,train,other
1105,other,other,other,train,other
9561,other,other,other,train,other
4671,other,other,other,train,other
1277,other,other,other,train,other
8024,other,other,other,train,other
5322,other,other,other,train,other
2784,other,other,other,train,other
3652,other,other,other,train,other
217,other,other,other,train,other
649,other,other,other,train,other
688,other,other,other,train,other
6948,other,other,other,train,other
7041,other,other,other,train,other
1463,other,other,other,train,other
3465,other,other,other,train,other
2047,other,other,other,train,other
3689,other,other,other,train,other
2914,other,other,other,train,other
4650,other,other,other,train,other
5271,other,other,other,train,other
5710,other,other,other,train,other
5648,other,other,other,train,other
3003,other,other,other,train,other
7814,other,other,other,train,other
1739,other,other,other,train,other
3613,other,other,other,train,other
5268,other,other,other,train,other
9876,other,other,other,train,other
8485,other,other,other,train,other
4549,other,other,other,train,other
686,other,other,other,train,other
7904,other,other,other,train,other
7293,other,other,other,train,other
8225,other,other,other,train,other
8496,other,other,other,train,other
2461,other,other,other,train,other
8239,other,other,other,train,other
8689,other,other,other,train,other
6117,other,other,other,train,other
1194,other,other,other,train,other
8558,other,other,other,train,other
5861,other,other,other,train,other
9884,other,other,other,train,other
7521,other,other,other,train,other
2720,other,other,other,train,other
9616,other,other,other,train,other
6032,other,other,other,train,other
9069,other,other,other,train,other
5616,other,other,other,train,other
5473,other,other,other,train,other
4069,other,other,other,train,other
3032,other,other,other,train,other
6425,other,other,other,train,other
6126,other,other,other,train,other
2299,other,other,other,train,other
6890,other,other,other,train,other
6657,other,other,other,train,other
8198,other,other,other,train,other
1584,other,other,other,train,other
9520,other,other,other,train,other
539,other,other,other,train,other
1885,other,other,other,train,other
2773,other,other,other,train,other
3858,other,other,other,train,other
9891,other,other,other,train,other
1775,other,other,other,train,other
1204,other,other,other,train,other
5636,other,other,other,train,other
5869,other,other,other,train,other
9250,other,other,other,train,other
7194,other,other,other,train,other
8230,other,other,other,train,other
2249,other,other,other,train,other
6750,other,other,other,train,other
753,other,other,other,train,other
8322,other,other,other,train,other
1015,other,other,other,train,other
1493,other,other,other,train,other
7218,other,other,other,train,other
1706,other,other,other,train,other
7505,other,other,other,train,other
4383,other,other,other,train,other
6056,other,other,other,train,other
9577,other,other,other,train,other
4562,other,other,other,train,other
2911,other,other,other,train,other
9976,other,other,other,train,other
1738,other,other,other,train,other
6068,other,other,other,train,other
4563,other,other,other,train,other
469,other,other,other,train,other
5718,other,other,other,train,other
3374,other,other,other,train,other
1705,other,other,other,train,other
8716,other,other,other,train,other
3991,other,other,other,train,other
6266,other,other,other,train,other
2339,other,other,other,train,other
5582,other,other,other,train,other
4289,other,other,other,train,other
9971,other,other,other,train,other
5958,other,other,other,train,other
4535,other,other,other,train,other
415,other,other,other,train,other
1794,other,other,other,train,other
870,other,other,other,train,other
7879,other,other,other,train,other
8584,other,other,other,train,other
2280,other,other,other,train,other
3419,other,other,other,train,other
4480,other,other,other,train,other
953,other,other,other,train,other
6061,other,other,other,train,other
2274,other,other,other,train,other
1953,other,other,other,train,other
4911,other,other,other,train,other
6569,other,other,other,train,other
3874,other,other,other,train,other
2991,other,other,other,train,other
6200,other,other,other,train,other
7059,other,other,other,train,other
5443,other,other,other,train,other
897,other,other,other,train,other
6074,other,other,other,train,other
6640,other,other,other,train,other
3048,other,other,other,train,other
7983,other,other,other,train,other
2581,other,other,other,train,other
6976,other,other,other,train,other
3213,other,other,other,train,other
3706,other,other,other,train,other
8288,other,other,other,train,other
1774,other,other,other,train,other
5555,other,other,other,train,other
2988,other,other,other,train,other
1032,other,other,other,train,other
4891,other,other,other,train,other
9181,other,other,other,train,other
584,other,other,other,train,other
8148,other,other,other,train,other
483,other,other,other,train,other
8609,other,other,other,train,other
9738,other,other,other,train,other
8273,other,other,other,train,other
7754,other,other,other,train,other
7919,other,other,other,train,other
4655,other,other,other,train,other
740,other,other,other,train,other
2670,other,other,other,train,other
903,other,other,other,train,other
5523,other,other,other,train,other
303,other,other,other,train,other
1416,other,other,other,train,other
9356,other,other,other,train,other
1861,other,other,other,train,other
5849,other,other,other,train,other
7413,other,other,other,train,other
5549,other,other,other,train,other
7599,other,other,other,train,other
1191,other,other,other,train,other
1636,other,other,other,train,other
2095,other,other,other,train,other
8896,other,other,other,train,other
6243,other,other,other,train,other
2340,other,other,other,train,other
9308,other,other,other,train,other
8823,other,other,other,train,other
8331,other,other,other,train,other
113,other,other,other,train,other
5280,other,other,other,train,other
324,other,other,other,train,other
6433,other,other,other,train,other
1817,other,other,other,train,other
3348,other,other,other,train,other
5665,other,other,other,train,other
6397,other,other,other,train,other
614,other,other,other,train,other
2014,other,other,other,train,other
8377,other,other,other,train,other
6479,other,other,other,train,other
1582,other,other,other,train,other
2933,other,other,other,train,other
6936,other,other,other,train,other
981,other,other,other,train,other
8522,other,other,other,train,other
83,other,other,other,train,other
838,other,other,other,train,other
1991,other,other,other,train,other
6935,other,other,other,train,other
7897,other,other,other,train,other
2278,other,other,other,train,other
2834,other,other,other,train,other
386,other,other,other,train,other
1502,other,other,other,train,other
6296,other,other,other,train,other
4653,other,other,other,train,other
942,other,other,other,train,other
4327,other,other,other,train,other
4162,other,other,other,train,other
8968,other,other,other,train,other
9076,other,other,other,train,other
9854,other,other,other,train,other
7956,other,other,other,train,other
4036,other,other,other,train,other
1365,other,other,other,train,other
5188,other,other,other,train,other
6249,other,other,other,train,other
3871,other,other,other,train,other
865,other,other,other,train,other
7259,other,other,other,train,other
5544,other,other,other,train,other
7318,other,other,other,train,other
2228,other,other,other,train,other
4029,other,other,other,train,other
4123,other,other,other,train,other
7513,other,other,other,train,other
9672,other,other,other,train,other
5671,other,other,other,train,other
2812,other,other,other,train,other
6004,other,other,other,train,other
9967,other,other,other,train,other
3598,other,other,other,train,other
5350,other,other,other,train,other
288,other,other,other,train,other
8715,other,other,other,train,other
8668,other,other,other,train,other
9531,other,other,other,train,other
1781,other,other,other,train,other
9025,other,other,other,train,other
6905,other,other,other,train,other
3238,other,other,other,train,other
88,other,other,other,train,other
6495,other,other,other,train,other
8957,other,other,other,train,other
1472,other,other,other,train,other
6481,other,other,other,train,other
9663,other,other,other,train,other
4063,other,other,other,train,other
1546,other,other,other,train,other
4930,other,other,other,train,other
5522,other,other,other,train,other
223,other,other,other,train,other
5121,other,other,other,train,other
2258,other,other,other,train,other
4589,other,other,other,train,other
4863,other,other,other,train,other
1350,other,other,other,train,other
5579,other,other,other,train,other
8782,other,other,other,train,other
2668,other,other,other,train,other
898,other,other,other,train,other
6264,other,other,other,train,other
733,other,other,other,train,other
8662,other,other,other,train,other
7417,other,other,other,train,other
407,other,other,other,train,other
38,other,other,other,train,other
4687,other,other,other,train,other
6795,other,other,other,train,other
1432,other,other,other,train,other
2700,other,other,other,train,other
5063,other,other,other,train,other
460,other,other,other,train,other
2806,other,other,other,train,other
8278,other,other,other,train,other
983,other,other,other,train,other
1504,other,other,other,train,other
9204,other,other,other,train,other
1131,other,other,other,train,other
4143,other,other,other,train,other
6427,other,other,other,train,other
1414,other,other,other,train,other
7822,other,other,other,train,other
8219,other,other,other,train,other
6574,other,other,other,train,other
1712,other,other,other,train,other
7389,other,other,other,train,other
4627,other,other,other,train,other
2910,other,other,other,train,other
3054,other,other,other,train,other
7654,other,other,other,train,other
9857,other,other,other,train,other
8585,other,other,other,train,other
7849,other,other,other,train,other
3314,other,other,other,train,other
16,other,other,other,train,other
350,other,other,other,train,other
3623,other,other,other,train,other
760,other,other,other,train,other
7706,other,other,other,train,other
6902,other,other,other,train,other
2033,other,other,other,train,other
7348,other,other,other,train,other
857,other,other,other,train,other
6035,other,other,other,train,other
1282,other,other,other,train,other
2320,other,other,other,train,other
8097,other,other,other,train,other
1837,other,other,other,train,other
2832,other,other,other,train,other
123,other,other,other,train,other
9430,other,other,other,train,other
3073,other,other,other,train,other
6649,other,other,other,train,other
7197,other,other,other,train,other
2063,other,other,other,train,other
3523,other,other,other,train,other
3296,other,other,other,train,other
8296,other,other,other,train,other
2639,other,other,other,train,other
5674,other,other,other,train,other
5462,other,other,other,train,other
3561,other,other,other,train,other
6135,other,other,other,train,other
7310,other,other,other,train,other
506,other,other,other,train,other
8201,other,other,other,train,other
5251,other,other,other,other,train
3275,other,other,other,other,train
6185,other,other,other,other,train
8352,other,other,other,other,train
7408,other,other,other,other,train
8373,other,other,other,other,train
1717,other,other,other,other,train
2294,other,other,other,other,train
1529,other,other,other,other,train
2500,other,other,other,other,train
9157,other,other,other,other,train
6196,other,other,other,other,train
3268,other,other,other,other,train
8098,other,other,other,other,train
5263,other,other,other,other,train
3972,other,other,other,other,train
1290,other,other,other,other,train
1669,other,other,other,other,train
6579,other,other,other,other,train
184,other,other,other,other,train
7476,other,other,other,other,train
8851,other,other,other,other,train
7592,other,other,other,other,train
1112,other,other,other,other,train
3277,other,other,other,other,train
32,other,other,other,other,train
6576,other,other,other,other,train
7900,other,other,other,other,train
2218,other,other,other,other,train
3740,other,other,other,other,train
7527,other,other,other,other,train
319,other,other,other,other,train
8209,other,other,other,other,train
3891,other,other,other,other,train
6714,other,other,other,other,train
5427,other,other,other,other,train
2253,other,other,other,other,train
1503,other,other,other,other,train
7532,other,other,other,other,train
1135,other,other,other,other,train
7109,other,other,other,other,train
9228,other,other,other,other,train
5908,other,other,other,other,train
1057,other,other,other,other,train
9377,other,other,other,other,train
835,other,other,other,other,train
3654,other,other,other,other,train
3614,other,other,other,other,train
1721,other,other,other,other,train
4504,other,other,other,other,train
621,other,other,other,other,train
4348,other,other,other,other,train
158,other,other,other,other,train
6980,other,other,other,other,train
3254,other,other,other,other,train
8529,other,other,other,other,train
4060,other,other,other,other,train
1405,other,other,other,other,train
3540,other,other,other,other,train
30,other,other,other,other,train
3727,other,other,other,other,train
6984,other,other,other,other,train
3133,other,other,other,other,train
9167,other,other,other,other,train
9334,other,other,other,other,train
5516,other,other,other,other,train
333,other,other,other,other,train
2111,other,other,other,other,train
7608,other,other,other,other,train
314,other,other,other,other,train
2483,other,other,other,other,train
9309,other,other,other,other,train
4910,other,other,other,other,train
2509,other,other,other,other,train
8224,other,other,other,other,train
3137,other,other,other,other,train
3650,other,other,other,other,train
642,other,other,other,other,train
6291,other,other,other,other,train
9390,other,other,other,other,train
713,other,other,other,other,train
459,other,other,other,other,train
9352,other,other,other,other,train
950,other,other,other,other,train
366,other,other,other,other,train
4796,other,other,other,other,train
6584,other,other,other,other,train
339,other,other,other,other,train
6489,other,other,other,other,train
250,other,other,other,other,train
1641,other,other,other,other,train
6399,other,other,other,other,train
4685,other,other,other,other,train
8289,other,other,other,other,train
4921,other,other,other,other,train
11,other,other,other,other,train
4505,other,other,other,other,train
6320,other,other,other,other,train
7019,other,other,other,other,train
749,other,other,other,other,train
6581,other,other,other,other,train
7122,other,other,other,other,train
8218,other,other,other,other,train
9540,other,other,other,other,train
9536,other,other,other,other,train
6927,other,other,other,other,train
3090,other,other,other,other,train
6520,other,other,other,other,train
1927,other,other,other,other,train
2928,other,other,other,other,train
4950,other,other,other,other,train
6660,other,other,other,other,train
63,other,other,other,other,train
4494,other,other,other,other,train
6188,other,other,other,other,train
555,other,other,other,other,train
794,other,other,other,other,train
2548,other,other,other,other,train
2827,other,other,other,other,train
8060,other,other,other,other,train
3332,other,other,other,other,train
4061,other,other,other,other,train
1295,other,other,other,other,train
4397,other,other,other,other,train
2338,other,other,other,other,train
2698,other,other,other,other,train
8691,other,other,other,other,train
3716,other,other,other,other,train
8906,other,other,other,other,train
6166,other,other,other,other,train
1760,other,other,other,other,train
402,other,other,other,other,train
3389,other,other,other,other,train
